,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
232,9,715,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,4,1,0,1,0,0,1,0,1,0,1
233,33,541,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,85,0,1,1,0,1,0,1,0,0,1
234,64,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0,0,1,0,1,1,0,1,0,0,0
235,8,2092,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,23,1,0,0,1,1,0,0,1,0,0
236,34,1053,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,15,0,1,1,0,0,1,0,1,0,0
237,59,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2,0,1,1,0,0,1,0,1,0,0
238,13,2544,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,0,1,0,1,0,1,0,1,0,0,0
239,44,158,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,0,0,1,1,0,0,1,0,1,0,0
240,54,1741,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0,0,1,1,0,1,0,1,0,0,1
241,36,2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0,0,1,1,0,1,0,1,0,0,1
242,11,760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88,1,0,1,0,0,1,0,1,0,0
243,32,1036,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,9,1,0,1,0,0,1,0,1,0,0
244,42,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0,0,1,1,0,1,0,0,1,0,0
245,27,1081,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,0,1,0,0,1,1,0,0,1,0,0
246,33,646,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,0,0,1,1,0,0,1,0,1,0,0
247,28,308,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0,1,0,1,0,1,0,1,0,0,0
248,44,227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0,0,1,1,0,0,1,0,1,0,1
249,49,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28,0,1,0,1,1,0,0,1,0,0
250,59,2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0,0,1,1,0,1,0,1,0,0,1
251,20,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0,0,1,0,1,1,0,1,0,0,1
252,46,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0,1,0,1,0,1,0,1,0,0,1
253,36,325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0,0,1,1,0,1,0,0,1,0,1
254,62,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16,1,0,1,0,1,0,1,0,0,1
255,59,1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14,0,1,1,0,1,0,1,0,0,1
256,29,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0,1,0,1,0,0,1,0,1,0,0
257,41,371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30,1,0,0,1,1,0,1,0,0,0
258,7,727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0,0,1,1,0,0,1,0,1,0,0
259,65,1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44,1,0,1,0,0,1,1,0,0,0
260,50,2614,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,9,0,1,1,0,1,0,1,0,0,1
261,20,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41,1,0,1,0,1,0,0,1,0,0
262,58,2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0,1,0,1,0,1,0,1,0,0,1
263,45,545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20,1,0,1,0,0,1,0,0,1,0
264,46,1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0,0,1,1,0,0,1,0,0,1,0
265,43,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7,1,0,1,0,1,0,1,0,0,1
266,26,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6,0,1,0,1,1,0,1,0,0,0
267,41,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0,0,1,1,0,1,0,0,0,1,1
268,50,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0,1,0,1,0,0,1,0,1,0,0
269,38,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0,0,1,1,0,0,1,1,0,0,0
270,38,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0,1,0,0,1,1,0,0,1,0,0
271,55,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3,1,0,1,0,1,0,1,0,0,1
272,49,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71,1,0,1,0,1,0,1,0,0,1
273,33,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5,0,1,0,1,1,0,1,0,0,0
274,57,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19,1,0,1,0,1,0,1,0,0,1
275,35,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3,1,0,1,0,1,0,1,0,0,1
276,40,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0,1,0,1,0,1,0,1,0,0,1
277,37,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0,1,0,0,1,1,0,0,0,1,0
278,52,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79,1,0,1,0,0,1,0,1,0,0
279,41,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0,0,1,1,0,1,0,0,1,0,1
280,14,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251,1,0,1,0,0,1,0,1,0,0
281,32,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0,1,0,1,0,1,0,1,0,0,1
282,11,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151,0,1,1,0,0,1,0,1,0,0
283,12,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0,0,1,1,0,0,1,0,1,0,0
284,41,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0,0,1,1,0,1,0,0,1,0,1
285,45,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0,1,0,0,1,1,0,1,0,0,0
286,21,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1,0,1,0,1,1,0,0,1,0,0
287,31,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0,1,0,1,0,1,0,0,1,0,0
288,38,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17,0,1,1,0,1,0,0,1,0,1
289,40,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38,0,1,1,0,1,0,1,0,0,1
290,13,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0,0,1,1,0,0,1,0,1,0,1
291,44,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5,1,0,1,0,1,0,1,0,0,1
292,66,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0,1,0,1,0,1,0,1,0,0,0
293,30,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0,1,0,1,0,1,0,0,0,1,1
294,44,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0,0,1,1,0,0,1,0,1,0,0
295,53,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0,1,0,1,0,1,0,1,0,0,1
296,37,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12,1,0,1,0,1,0,1,0,0,1
297,39,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30,1,0,1,0,0,1,0,1,0,0
298,29,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0,0,1,0,1,1,0,1,0,0,0
299,38,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65,0,1,1,0,1,0,0,1,0,0
300,59,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0,0,1,1,0,1,0,1,0,0,1
301,19,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65,0,1,1,0,0,1,0,1,0,0
302,39,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4,1,0,1,0,1,0,1,0,0,1
303,22,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10,0,1,1,0,0,1,0,1,0,0
304,50,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,0,1,1,0,0,1,0,0,1,1
305,22,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62,0,1,1,0,1,0,0,1,0,1
306,56,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1,0,1,1,0,1,0,1,0,0,1
307,39,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0,0,1,1,0,0,1,0,1,0,0
308,29,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0,0,1,1,0,0,1,0,1,0,1
309,42,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0,0,1,1,0,1,0,1,0,0,1
310,56,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21,0,1,1,0,1,0,1,0,0,1
311,27,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1,0,1,1,0,1,0,1,0,0,1
312,21,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0,1,0,0,1,1,0,0,1,0,0
313,42,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17,1,0,1,0,1,0,1,0,0,1
314,48,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68,1,0,1,0,1,0,1,0,0,1
315,53,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0,0,1,1,0,1,0,1,0,0,1
316,64,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0,1,0,1,0,0,1,0,1,0,0
317,49,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0,1,0,1,0,0,1,0,1,0,0
318,49,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4,1,0,1,0,1,0,1,0,0,1
319,23,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0,0,1,1,0,0,1,0,0,1,0
320,50,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29,0,1,1,0,1,0,1,0,0,0
321,51,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0,0,1,1,0,0,1,0,0,1,0
322,34,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,0,1,1,0,1,0,1,0,0,1
323,49,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40,1,0,1,0,1,0,1,0,0,1
324,56,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4,1,0,1,0,1,0,0,1,0,1
325,46,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24,0,1,1,0,1,0,1,0,0,1
326,25,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0,0,1,1,0,0,1,0,1,0,0
327,68,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0,1,0,1,0,0,1,0,0,1,0
328,10,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93,1,0,1,0,0,1,0,1,0,0
329,44,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0,1,0,1,0,1,0,0,1,0,1
330,61,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0,0,1,1,0,0,1,1,0,0,0
331,18,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1,1,0,1,0,0,1,0,0,1,0
332,58,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,1,0,1,0,1,0,1,0,0,1
333,58,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41,1,0,1,0,1,0,1,0,0,0
334,64,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5,0,1,1,0,0,1,0,1,0,0
335,66,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0,0,1,1,0,0,1,1,0,0,0
336,21,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12,1,0,0,1,1,0,1,0,0,1
337,39,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,0,1,1,0,1,0,1,0,0,1
338,50,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232,0,1,1,0,1,0,1,0,0,1
339,43,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11,1,0,1,0,1,0,0,0,1,0
340,41,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0,0,1,1,0,1,0,1,0,0,1
341,46,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0,0,1,1,0,1,0,0,1,0,1
342,41,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,0,1,1,0,1,0,1,0,0,1
343,31,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,1,0,1,0,1,0,0,1,0,0
344,53,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13,1,0,1,0,0,1,0,1,0,0
345,39,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,1,0,1,0,1,0,1,0,0,1
346,53,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,1,0,1,0,1,0,1,0,0,1
347,25,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4,0,1,1,0,1,0,0,1,0,1
348,20,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14,1,0,0,1,1,0,0,1,0,0
349,46,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0,0,1,0,1,1,0,0,1,0,0
350,10,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0,0,1,1,0,0,1,0,1,0,0
351,47,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,1,0,1,0,1,0,1,0,0,1
352,32,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,0,1,1,0,0,1,0,1,0,0
353,14,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12,1,0,1,0,0,1,0,1,0,0
354,16,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0,1,0,1,0,1,0,1,0,0,1
355,53,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,1,0,1,0,0,1,0,1,0,0
356,55,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0,0,1,1,0,1,0,1,0,0,1
357,28,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,1,0,1,0,1,0,1,0,0,1
358,49,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,1,0,1,0,0,1,0,1,0,0
359,54,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0,0,1,1,0,0,1,0,0,1,0
360,70,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,1,0,1,0,0,1,0,1,0,0
361,25,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19,1,0,0,1,1,0,0,1,0,0
362,48,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,1,0,1,0,1,0,1,0,0,1
363,7,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0,0,1,1,0,0,1,0,1,0,0
364,39,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5,0,1,1,0,1,0,0,1,0,0
365,79,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0,0,1,1,0,1,0,0,1,0,0
366,28,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,1,0,0,1,1,0,1,0,0,0
367,41,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38,0,1,1,0,1,0,1,0,0,1
368,27,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32,1,0,0,1,1,0,0,0,1,0
369,59,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1,1,0,1,0,1,0,1,0,0,1
370,21,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117,1,0,1,0,0,1,0,1,0,0
371,48,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0,0,1,1,0,1,0,0,1,0,1
372,53,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,0,1,1,0,1,0,0,1,0,0
373,42,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0,1,0,1,0,1,0,1,0,0,0
374,48,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27,1,0,0,1,1,0,0,1,0,0
375,59,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0,0,1,1,0,0,1,0,1,0,1
376,53,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,1,0,1,0,1,0,1,0,0,1
377,24,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94,0,1,1,0,0,1,0,1,0,0
378,56,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29,0,1,1,0,0,1,0,1,0,0
379,42,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14,1,0,1,0,1,0,1,0,0,1
380,24,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,1,0,0,1,1,0,0,1,0,0
381,28,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,0,1,1,0,1,0,1,0,0,1
382,17,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,1,0,1,0,0,1,0,1,0,0
383,31,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0,0,1,1,0,1,0,0,0,1,0
384,60,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,0,1,1,0,1,0,1,0,0,1
385,39,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16,0,1,0,1,1,0,1,0,0,1
386,47,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26,1,0,1,0,1,0,0,1,0,1
387,60,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16,0,1,1,0,1,0,0,1,0,0
388,13,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0,0,1,1,0,1,0,1,0,0,1
389,29,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51,0,1,0,1,1,0,1,0,0,0
390,45,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,1
391,44,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0,0,1,1,0,1,0,1,0,0,1
392,50,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11,1,0,1,0,1,0,0,1,0,1
393,26,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,1,0,1,0,0,1,0,1,0,0
394,27,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,1,0,1,0,1,0,1,0,0,1
395,16,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0,0,1,1,0,1,0,1,0,0,1
396,24,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,1,0,0,1,1,0,0,1,0,0
397,34,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,0,1,0,1,1,0,1,0,0,0
398,30,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,1,0,1,0,1,0,1,0,0,1
399,50,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0,0,1,1,0,1,0,0,1,0,1
400,21,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0,0,1,0,1,1,0,0,1,0,0
401,61,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,0,1,1,0,0,1,0,1,0,0
402,32,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,1,0,1,0,1,0,1,0,0,0
403,22,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,1,0,1,0,0,1,0,0,1,0
404,46,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0,0,1,1,0,1,0,1,0,0,0
405,15,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8,1,0,0,1,1,0,0,1,0,0
406,29,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14,1,0,1,0,0,1,0,1,0,0
407,12,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88,1,0,1,0,0,1,0,1,0,0
408,50,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,0,1,0,1,1,0,1,0,0,0
409,54,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0,0,1,1,0,1,0,0,1,0,0
410,69,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3,0,1,1,0,0,1,0,1,0,0
411,38,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,0,1,1,0,0,1,0,1,0,0
412,25,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,1,0,0,1,1,0,0,0,1,0
413,26,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,0,1,1,0,1,0,0,1,0,0
414,53,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,1,0,1,0,1,0,1,0,0,1
415,47,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55,0,1,1,0,1,0,1,0,0,1
416,42,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,0,1,1,0,1,0,1,0,0,1
417,19,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,0,1,0,1,1,0,0,1,0,0
418,63,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,0,1,1,0,0,1,0,1,0,0
419,18,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,0,1,0,1,1,0,0,1,0,0
420,52,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,0,1,1,0,0,1,0,1,0,0
421,60,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,0,1,1,0,1,0,0,0,1,0
422,38,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0,0,1,1,0,1,0,1,0,0,1
423,41,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,0,1,1,0,1,0,0,1,0,1
424,41,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,0,1,1,0,1,0,1,0,0,1
425,15,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,1,0,0,1,1,0,0,1,0,0
426,49,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,1,0,1,0,1,0,0,1,0,0
427,18,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,0,1,1,0,0,1,0,1,0,1
428,39,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,1,0,1,0,1,0,0,1,0,1
429,25,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,1,0,1,0,1,0,1,0,0,0
430,28,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,0,1,0,1,1,0,1,0,0,1
431,37,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,1,0,1,0,1,0,1,0,0,1
432,31,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,1,0,1,0,0,1,0,1,0,0
433,32,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,1,0,1,0,0,1,0,1,0,0
434,25,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,1,0,0,1,1,0,0,1,0,0
435,55,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,0,1,1,0,1,0,1,0,0,1
436,51,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,0,1,1,0,1,0,1,0,0,1
437,40,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,1,0,1,0,1,0,1,0,0,1
438,25,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,0,1,1,0,1,0,1,0,0,1
439,70,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,1,0,1,0,0,1,0,1,0,0
440,55,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,1,0,1,0,1,0,0,1,0,0
441,53,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55,0,1,1,0,0,1,0,1,0,0
442,73,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,0,1,1,0,1,0,1,0,0,0
443,32,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,1,0,1,0,1,0,0,0,1,1
444,30,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,0,1,1,0,0,1,0,0,1,0
445,19,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,0,1,1,0,0,1,0,1,0,0
446,33,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,0,1,1,0,1,0,1,0,0,1
447,13,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,1,0,1,0,0,1,0,1,0,0
448,53,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0,0,1,1,0,1,0,0,0,1,1
449,31,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,1,0,0,1,1,0,0,1,0,0
450,62,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,0,1,1,0,1,0,1,0,0,1
451,29,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,0,1,1,0,0,1,0,1,0,0
452,57,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,0,1,1,0,1,0,1,0,0,1
453,34,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,0,1,1,0,1,0,1,0,0,1
454,45,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,0,1,0,1,1,0,0,1,0,0
455,65,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,1,0,1,0,0,1,0,1,0,0
456,48,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,1,0,1,0,1,0,1,0,0,0
457,8,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,1,0,1,0,0,1,0,1,0,0
458,36,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12,0,1,1,0,0,1,0,1,0,0
459,48,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,1,0,1,0,1,0,1,0,0,1
460,10,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,1,0,1,0,0,1,0,1,0,0
461,24,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,0,1,0,1,1,0,0,1,0,1
462,52,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7,0,1,1,0,1,0,1,0,0,1
463,43,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,0,1,0,1,1,0,0,1,0,0
464,21,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,1,0,1,0,1,0,1,0,0,1
465,24,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,1,0,0,1,1,0,0,1,0,0
466,40,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,0,1,0,1,1,0,1,0,0,1
